# BUSCO version is: 5.7.1 
# The lineage dataset is: endopterygota_odb10 (Creation date: 2024-01-08, number of genomes: 56, number of BUSCOs: 2124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
33859at33392	Complete	NC_007424.3	11965858	11968901	+	624.3	417	https://v10-1.orthodb.org/?query=33859at33392	WD40 repeat
33907at33392	Complete	NC_007419.2	2949590	2947387	-	788.3	479	https://v10-1.orthodb.org/?query=33907at33392	WD40 repeat
33940at33392	Complete	NC_007423.3	11388187	11390485	+	672.4	399	https://v10-1.orthodb.org/?query=33940at33392	Sulfatase, N-terminal
34033at33392	Complete	NC_007424.3	11750180	11740802	-	465.7	370	https://v10-1.orthodb.org/?query=34033at33392	PDZ domain
34045at33392	Complete	NC_007423.3	10846220	10848446	+	986.7	622	https://v10-1.orthodb.org/?query=34045at33392	exocyst complex component 3
34131at33392	Complete	NC_007418.3	4052879	4044981	-	390.0	316	https://v10-1.orthodb.org/?query=34131at33392	Pentatricopeptide repeat
34166at33392	Complete	NC_007417.3	9005289	9008182	+	635.5	343	https://v10-1.orthodb.org/?query=34166at33392	Rad21/Rec8-like protein, C-terminal, eukaryotic
34245at33392	Complete	NC_007418.3	10719809	10710189	-	547.3	374	https://v10-1.orthodb.org/?query=34245at33392	PAN2-PAN3 deadenylation complex subunit PAN3
34358at33392	Complete	NC_007423.3	2889398	2851243	-	853.8	475	https://v10-1.orthodb.org/?query=34358at33392	Proline dehydrogenase
34427at33392	Complete	NC_007419.2	3320362	3321855	+	549.4	333	https://v10-1.orthodb.org/?query=34427at33392	TFIIH p62 subunit, N-terminal
34518at33392	Complete	NC_007417.3	9900440	9909528	+	664.6	478	https://v10-1.orthodb.org/?query=34518at33392	Transcription factor homeodomain, male germ-cell
34533at33392	Complete	NC_007417.3	1615330	1611252	-	722.7	415	https://v10-1.orthodb.org/?query=34533at33392	UbiB domain
34563at33392	Complete	NC_007420.3	10584739	10600439	+	671.9	398	https://v10-1.orthodb.org/?query=34563at33392	CAP Gly-rich domain
34784at33392	Complete	NC_007418.3	25305984	25309205	+	364.5	339	https://v10-1.orthodb.org/?query=34784at33392	Nucleolar protein 11
34848at33392	Complete	NC_007417.3	5494278	5484039	-	533.7	327	https://v10-1.orthodb.org/?query=34848at33392	Solute carrier family 35 member F3/F4
34853at33392	Missing
34998at33392	Complete	NC_007419.2	9629971	9628394	-	363.6	323	https://v10-1.orthodb.org/?query=34998at33392	Rab-GTPase-TBC domain
35038at33392	Complete	NC_007416.3	8202439	8183676	-	559.1	326	https://v10-1.orthodb.org/?query=35038at33392	Homeobox domain
35048at33392	Complete	NC_007423.3	10174922	10177010	+	615.9	422	https://v10-1.orthodb.org/?query=35048at33392	THO complex subunit 1
35103at33392	Complete	NC_007422.5	3049953	3043649	-	387.3	290	https://v10-1.orthodb.org/?query=35103at33392	Peptidase C1A
35136at33392	Complete	NC_007416.3	3906874	3908604	+	383.8	364	https://v10-1.orthodb.org/?query=35136at33392	SUI1 domain
35304at33392	Complete	NC_007425.3	657534	651263	-	748.9	403	https://v10-1.orthodb.org/?query=35304at33392	ST7
35372at33392	Complete	NC_007422.5	2564397	2567786	+	435.2	590	https://v10-1.orthodb.org/?query=35372at33392	Conserved oligomeric Golgi complex subunit 1
35387at33392	Complete	NC_007416.3	6296799	6302373	+	645.6	1194	https://v10-1.orthodb.org/?query=35387at33392	Nucleoporin Nup188
35390at33392	Complete	NC_007424.3	5033010	5028804	-	810.4	396	https://v10-1.orthodb.org/?query=35390at33392	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
35399at33392	Complete	NC_007418.3	4802160	4804747	+	654.4	445	https://v10-1.orthodb.org/?query=35399at33392	NEDD8-activating enzyme E1 regulatory subunit
35432at33392	Complete	NC_007422.5	1136753	1147164	+	659.4	531	https://v10-1.orthodb.org/?query=35432at33392	Immunoglobulin-like domain
35454at33392	Complete	NC_007424.3	5860571	5866043	+	739.5	420	https://v10-1.orthodb.org/?query=35454at33392	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
35466at33392	Missing
35524at33392	Complete	NC_007424.3	4136086	4133608	-	237.7	344	https://v10-1.orthodb.org/?query=35524at33392	Zinc finger C2H2-type
35651at33392	Complete	NC_007418.3	461008	464041	+	819.2	442	https://v10-1.orthodb.org/?query=35651at33392	Tetratricopeptide repeat
35709at33392	Complete	NC_007423.3	13718780	13720959	+	518.9	438	https://v10-1.orthodb.org/?query=35709at33392	CPL domain
35783at33392	Complete	NC_007424.3	11049111	11055965	+	347.5	382	https://v10-1.orthodb.org/?query=35783at33392	PAN/Apple domain
35844at33392	Complete	NC_007423.3	4265373	4277488	+	955.6	564	https://v10-1.orthodb.org/?query=35844at33392	ATP-dependent RNA helicase DDX42
35849at33392	Complete	NC_007420.3	12812002	12814523	+	1146.7	625	https://v10-1.orthodb.org/?query=35849at33392	DnaJ domain
35886at33392	Complete	NC_007422.5	14159495	14161436	+	576.5	427	https://v10-1.orthodb.org/?query=35886at33392	Nicalin
35889at33392	Complete	NC_007420.3	7132530	7134390	+	739.6	458	https://v10-1.orthodb.org/?query=35889at33392	beta-catenin-like protein 1
36062at33392	Complete	NC_007417.3	13551785	13581757	+	374.9	188	https://v10-1.orthodb.org/?query=36062at33392	Transcription factor COE, DNA-binding domain
36223at33392	Complete	NC_007422.5	1303996	1305315	+	429.7	320	https://v10-1.orthodb.org/?query=36223at33392	Mre11, DNA-binding
36277at33392	Complete	NC_007423.3	14568115	14566271	-	637.9	460	https://v10-1.orthodb.org/?query=36277at33392	RFT1
36340at33392	Complete	NC_007418.3	25786718	25770159	-	410.4	200	https://v10-1.orthodb.org/?query=36340at33392	Protein kinase domain
36498at33392	Complete	NC_007419.2	12128963	12152095	+	688.4	423	https://v10-1.orthodb.org/?query=36498at33392	Alpha-(1,6)-fucosyltransferase
36508at33392	Complete	NC_007418.3	3755904	3753133	-	436.4	363	https://v10-1.orthodb.org/?query=36508at33392	Equilibrative nucleoside transporter
36563at33392	Complete	NC_007424.3	8751698	8746962	-	603.2	437	https://v10-1.orthodb.org/?query=36563at33392	T-cell immunomodulatory protein
36629at33392	Complete	NC_007416.3	3768158	3770290	+	664.8	433	https://v10-1.orthodb.org/?query=36629at33392	Actin-related protein 8
36769at33392	Complete	NC_007419.2	8466447	8476090	+	923.9	488	https://v10-1.orthodb.org/?query=36769at33392	Otopetrin
36898at33392	Complete	NC_007420.3	11542905	11536251	-	608.6	333	https://v10-1.orthodb.org/?query=36898at33392	F-box domain
36967at33392	Complete	NC_007424.3	15947758	15951056	+	586.3	567	https://v10-1.orthodb.org/?query=36967at33392	nuclear pore complex protein Nup107
37070at33392	Complete	NC_007417.3	2540883	2542671	+	439.1	334	https://v10-1.orthodb.org/?query=37070at33392	Ubiquitin specific protease, conserved site
37221at33392	Complete	NC_007422.5	8222925	8219539	-	696.8	416	https://v10-1.orthodb.org/?query=37221at33392	K Homology domain, type 1
37291at33392	Complete	NC_007424.3	15394292	15391743	-	1000.6	545	https://v10-1.orthodb.org/?query=37291at33392	FACT complex subunit POB3-like, N-terminal PH domain
37308at33392	Complete	NC_007419.2	6348588	6351865	+	515.6	407	https://v10-1.orthodb.org/?query=37308at33392	RNA polymerase III Rpc82, C -terminal
37352at33392	Complete	NC_007418.3	809007	812337	+	810.5	404	https://v10-1.orthodb.org/?query=37352at33392	Zinc finger, UBP-type
37384at33392	Complete	NC_007424.3	11557615	11559702	+	332.2	333	https://v10-1.orthodb.org/?query=37384at33392	RNA polymerase I specific transcription initiation factor RRN3
37398at33392	Complete	NC_007417.3	10813607	10815434	+	765.0	435	https://v10-1.orthodb.org/?query=37398at33392	Helicase, C-terminal
37462at33392	Complete	NC_007420.3	15185998	15190166	+	747.6	530	https://v10-1.orthodb.org/?query=37462at33392	Ras-associating (RA) domain
37594at33392	Complete	NC_007424.3	1503138	1486286	-	534.4	495	https://v10-1.orthodb.org/?query=37594at33392	WD40-repeat-containing domain
37633at33392	Complete	NC_007420.3	4905809	4898532	-	720.2	379	https://v10-1.orthodb.org/?query=37633at33392	K Homology domain, type 1
37649at33392	Complete	NC_007418.3	12769593	12767466	-	954.7	583	https://v10-1.orthodb.org/?query=37649at33392	Pleckstrin homology domain
37660at33392	Complete	NC_007422.5	3979485	3981339	+	680.3	393	https://v10-1.orthodb.org/?query=37660at33392	General transcription factor IIH subunit 4
37688at33392	Complete	NC_007417.3	10913430	10911925	-	415.8	376	https://v10-1.orthodb.org/?query=37688at33392	Membrane-bound transcription factor site-2 protease
37863at33392	Complete	NC_007416.3	6278342	6274544	-	863.9	460	https://v10-1.orthodb.org/?query=37863at33392	Glutaminase
37931at33392	Complete	NC_007417.3	12570167	12568466	-	445.4	309	https://v10-1.orthodb.org/?query=37931at33392	LOC551991
37972at33392	Complete	NC_007421.3	4106299	4105418	-	249.8	190	https://v10-1.orthodb.org/?query=37972at33392	Membrane bound O-acyl transferase, MBOAT
38031at33392	Complete	NC_007420.3	2800552	2795912	-	175.9	148	https://v10-1.orthodb.org/?query=38031at33392	Zinc finger C2H2 superfamily
38109at33392	Complete	NC_007417.3	10009298	10010978	+	653.8	375	https://v10-1.orthodb.org/?query=38109at33392	splicing factor 3A subunit 3
38175at33392	Complete	NC_007423.3	2463516	2476238	+	691.4	483	https://v10-1.orthodb.org/?query=38175at33392	Sec1-like protein
38381at33392	Complete	NC_007424.3	5530593	5522294	-	715.3	498	https://v10-1.orthodb.org/?query=38381at33392	SWAP/Surp
38540at33392	Complete	NC_007420.3	10680698	10683785	+	845.8	429	https://v10-1.orthodb.org/?query=38540at33392	Importin-alpha, importin-beta-binding domain
38568at33392	Complete	NC_007418.3	11052440	11050637	-	379.7	328	https://v10-1.orthodb.org/?query=38568at33392	Helicase, C-terminal
38595at33392	Complete	NC_007420.3	9997216	10016627	+	574.2	356	https://v10-1.orthodb.org/?query=38595at33392	Major facilitator superfamily
38633at33392	Complete	NC_007421.3	5186163	5177347	-	877.7	514	https://v10-1.orthodb.org/?query=38633at33392	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
38737at33392	Complete	NC_007417.3	10207644	10209488	+	788.7	398	https://v10-1.orthodb.org/?query=38737at33392	WD40 repeat
38756at33392	Complete	NC_007421.3	3302602	3296988	-	615.8	377	https://v10-1.orthodb.org/?query=38756at33392	Major facilitator superfamily
38824at33392	Complete	NC_007418.3	13605347	13617137	+	476.1	346	https://v10-1.orthodb.org/?query=38824at33392	Sulfatase, N-terminal
38863at33392	Complete	NC_007423.3	13208247	13209422	+	524.4	322	https://v10-1.orthodb.org/?query=38863at33392	Zinc finger C2H2-type
38912at33392	Complete	NC_007422.5	9107693	9103245	-	433.1	428	https://v10-1.orthodb.org/?query=38912at33392	Tetratricopeptide-like helical domain superfamily
39088at33392	Complete	NC_007424.3	5823910	5827505	+	634.3	425	https://v10-1.orthodb.org/?query=39088at33392	Zinc finger, RING/FYVE/PHD-type
39138at33392	Complete	NC_007416.3	1493163	1492047	-	611.8	295	https://v10-1.orthodb.org/?query=39138at33392	Potassium channel tetramerisation-type BTB domain
39186at33392	Complete	NC_007417.3	15080250	15077143	-	603.9	360	https://v10-1.orthodb.org/?query=39186at33392	PDZ domain
39241at33392	Complete	NC_007417.3	14016578	14019196	+	418.6	396	https://v10-1.orthodb.org/?query=39241at33392	Anaphase-promoting complex subunit 5
39276at33392	Complete	NC_007424.3	8240966	8237567	-	519.4	329	https://v10-1.orthodb.org/?query=39276at33392	WD40 repeat
39353at33392	Complete	NC_007417.3	10515813	10517869	+	886.0	469	https://v10-1.orthodb.org/?query=39353at33392	GroEL-like apical domain superfamily
39474at33392	Complete	NC_007418.3	5146290	5148455	+	906.8	554	https://v10-1.orthodb.org/?query=39474at33392	SDA1 domain
39500at33392	Complete	NC_007419.2	7147486	7151547	+	504.4	345	https://v10-1.orthodb.org/?query=39500at33392	Sorting nexin
39529at33392	Complete	NC_007424.3	11474384	11481540	+	385.5	408	https://v10-1.orthodb.org/?query=39529at33392	DDB1- and CUL4-associated factor 15
39593at33392	Complete	NC_007425.3	3208838	3213884	+	236.2	377	https://v10-1.orthodb.org/?query=39593at33392	TROVE domain
39609at33392	Complete	NC_007423.3	13821357	13815941	-	627.5	479	https://v10-1.orthodb.org/?query=39609at33392	Nucleoporin Nup85-like
39717at33392	Complete	NC_007422.5	4734180	4732594	-	474.8	312	https://v10-1.orthodb.org/?query=39717at33392	Vacuolar fusion protein Mon1
39809at33392	Complete	NC_007421.3	8846520	8841938	-	613.1	325	https://v10-1.orthodb.org/?query=39809at33392	DIX domain
39889at33392	Complete	NC_007417.3	9986085	9988406	+	694.8	501	https://v10-1.orthodb.org/?query=39889at33392	Plk4, second cryptic polo-box domain
39895at33392	Complete	NC_007424.3	11659245	11655220	-	502.5	312	https://v10-1.orthodb.org/?query=39895at33392	Endonuclease/exonuclease/phosphatase
39977at33392	Complete	NC_007419.2	125490	128889	+	351.8	247	https://v10-1.orthodb.org/?query=39977at33392	Zinc finger, PHD-type
40035at33392	Complete	NC_007424.3	12239985	12241932	+	472.5	464	https://v10-1.orthodb.org/?query=40035at33392	Bardet-Biedl syndrome 1, N-terminal
40074at33392	Complete	NC_007420.3	8925386	8926769	+	492.8	344	https://v10-1.orthodb.org/?query=40074at33392	FAD/NAD(P)-binding domain
40087at33392	Complete	NC_007420.3	7900899	7905791	+	544.0	293	https://v10-1.orthodb.org/?query=40087at33392	Sphingomyelin synthase-like domain
40126at33392	Complete	NC_007422.5	7175563	7185505	+	208.5	178	https://v10-1.orthodb.org/?query=40126at33392	Myc-type, basic helix-loop-helix (bHLH) domain
40134at33392	Complete	NC_007424.3	3498523	3507560	+	709.5	364	https://v10-1.orthodb.org/?query=40134at33392	Protein phosphatase 2A regulatory subunit PR55
40146at33392	Complete	NC_007420.3	10910651	10902859	-	335.5	239	https://v10-1.orthodb.org/?query=40146at33392	Rab-GTPase-TBC domain
40346at33392	Complete	NC_007422.5	14156455	14153115	-	490.5	322	https://v10-1.orthodb.org/?query=40346at33392	FCP1 homology domain
40515at33392	Complete	NC_007418.3	12887127	12882287	-	639.8	488	https://v10-1.orthodb.org/?query=40515at33392	Regulator of MON1-CCZ1 complex, C-terminal
40571at33392	Complete	NC_007420.3	11492024	11490469	-	482.2	327	https://v10-1.orthodb.org/?query=40571at33392	von Willebrand factor, type A
40593at33392	Complete	NC_007423.3	6683406	6690854	+	669.1	430	https://v10-1.orthodb.org/?query=40593at33392	Tetratricopeptide repeat
40600at33392	Complete	NC_007425.3	6190674	6185044	-	677.0	347	https://v10-1.orthodb.org/?query=40600at33392	Sterile alpha motif domain
40709at33392	Complete	NC_007419.2	609680	582645	-	854.5	496	https://v10-1.orthodb.org/?query=40709at33392	Amyloidogenic glycoprotein, copper-binding
40735at33392	Complete	NC_007423.3	7451717	7448515	-	330.8	291	https://v10-1.orthodb.org/?query=40735at33392	Leucine-rich repeat
40800at33392	Complete	NC_007419.2	9059272	9049752	-	467.4	358	https://v10-1.orthodb.org/?query=40800at33392	Zinc finger C2H2-type
40822at33392	Complete	NC_007418.3	23027155	23017162	-	832.2	445	https://v10-1.orthodb.org/?query=40822at33392	Signal recognition particle, SRP54 subunit, GTPase domain
40894at33392	Complete	NC_007417.3	6594011	6595989	+	551.8	363	https://v10-1.orthodb.org/?query=40894at33392	Putative RNA methylase domain
40902at33392	Complete	NC_007418.3	22300006	22278280	-	590.6	373	https://v10-1.orthodb.org/?query=40902at33392	PPM-type phosphatase domain
41016at33392	Complete	NC_007419.2	3549934	3551728	+	698.1	410	https://v10-1.orthodb.org/?query=41016at33392	Signal recognition particle receptor, alpha subunit, N-terminal
41253at33392	Complete	NC_007416.3	6386773	6377004	-	800.8	407	https://v10-1.orthodb.org/?query=41253at33392	Serine proteases, trypsin domain
41258at33392	Complete	NC_007422.5	3284861	3282672	-	825.3	493	https://v10-1.orthodb.org/?query=41258at33392	Sel1-like repeat
41263at33392	Complete	NC_007420.3	10685657	10689627	+	602.9	539	https://v10-1.orthodb.org/?query=41263at33392	Gamma-tubulin complex component
41300at33392	Complete	NC_007424.3	11647193	11645203	-	655.8	425	https://v10-1.orthodb.org/?query=41300at33392	Alpha-D-phosphohexomutase, C-terminal
41306at33392	Complete	NC_007424.3	12151015	12152956	+	697.2	433	https://v10-1.orthodb.org/?query=41306at33392	D-glucuronyl C5-epimerase
41364at33392	Complete	NC_007422.5	10607623	10606279	-	381.0	303	https://v10-1.orthodb.org/?query=41364at33392	ATPase, AAA-type, core
41521at33392	Complete	NC_007418.3	26538072	26517375	-	816.3	441	https://v10-1.orthodb.org/?query=41521at33392	Aromatic amino acid hydroxylase
41572at33392	Complete	NC_007416.3	4513402	4506985	-	408.3	385	https://v10-1.orthodb.org/?query=41572at33392	Zinc finger, RanBP2-type
41638at33392	Complete	NC_007418.3	415555	401615	-	371.3	259	https://v10-1.orthodb.org/?query=41638at33392	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain
41697at33392	Complete	NC_007422.5	4653469	4655548	+	448.7	405	https://v10-1.orthodb.org/?query=41697at33392	DNA polymerase epsilon subunit
41720at33392	Complete	NC_007425.3	2373463	2419781	+	582.7	396	https://v10-1.orthodb.org/?query=41720at33392	SH3 domain
41901at33392	Complete	NC_007419.2	2955463	2957791	+	892.1	398	https://v10-1.orthodb.org/?query=41901at33392	Putative ATP-dependent RNA helicase me31b
41942at33392	Complete	NC_007420.3	481116	474308	-	552.4	388	https://v10-1.orthodb.org/?query=41942at33392	Myotubularin-like phosphatase domain
42041at33392	Complete	NC_007419.2	395611	397245	+	330.1	272	https://v10-1.orthodb.org/?query=42041at33392	RecQ mediated genome instability protein, DUF1767
42066at33392	Complete	NC_007420.3	5745338	5738256	-	609.9	353	https://v10-1.orthodb.org/?query=42066at33392	Zinc finger, CXXC-type
42095at33392	Complete	NC_007424.3	14209400	14203090	-	908.3	447	https://v10-1.orthodb.org/?query=42095at33392	F-box domain
42107at33392	Complete	NC_007422.5	1195438	1188056	-	640.1	405	https://v10-1.orthodb.org/?query=42107at33392	Pleckstrin homology domain
42129at33392	Complete	NC_007418.3	7536180	7541044	+	812.4	509	https://v10-1.orthodb.org/?query=42129at33392	SERRATE/Ars2 , C-terminal
42142at33392	Complete	NC_007420.3	12341127	12339711	-	682.5	368	https://v10-1.orthodb.org/?query=42142at33392	cleavage stimulation factor subunit 1
42167at33392	Complete	NC_007423.3	6168097	6178478	+	646.2	338	https://v10-1.orthodb.org/?query=42167at33392	ATPase, V1 complex, subunit H
42175at33392	Complete	NC_007422.5	3812628	3814775	+	842.7	484	https://v10-1.orthodb.org/?query=42175at33392	Chromatid cohesion factor MAU2
42226at33392	Complete	NC_007417.3	5861119	5857337	-	479.7	370	https://v10-1.orthodb.org/?query=42226at33392	GPI mannosyltransferase
42238at33392	Complete	NC_007418.3	19672824	19677521	+	631.6	418	https://v10-1.orthodb.org/?query=42238at33392	transmembrane protein 181
42287at33392	Complete	NC_007419.2	3716419	3714976	-	771.6	385	https://v10-1.orthodb.org/?query=42287at33392	GDP dissociation inhibitor
42344at33392	Complete	NC_007421.3	4159770	4176243	+	325.0	267	https://v10-1.orthodb.org/?query=42344at33392	PTB/PI domain
42381at33392	Complete	NC_007419.2	3467277	3463880	-	749.7	397	https://v10-1.orthodb.org/?query=42381at33392	SH3 domain
42423at33392	Complete	NC_007417.3	2682362	2691628	+	766.9	443	https://v10-1.orthodb.org/?query=42423at33392	Splicing factor 3A subunit 1
42451at33392	Complete	NC_007422.5	579284	580685	+	361.8	301	https://v10-1.orthodb.org/?query=42451at33392	Rabenosyn, Rab binding domain
42611at33392	Complete	NC_007422.5	4006998	4008294	+	467.3	319	https://v10-1.orthodb.org/?query=42611at33392	UAA transporter
42626at33392	Complete	NC_007420.3	5735769	5737295	+	575.6	341	https://v10-1.orthodb.org/?query=42626at33392	tRNA-dihydrouridine synthase
42631at33392	Complete	NC_007416.3	561204	565892	+	653.1	347	https://v10-1.orthodb.org/?query=42631at33392	Nuclear respiratory factor-1, activation binding domain
42652at33392	Complete	NC_007423.3	13767298	13771924	+	984.9	610	https://v10-1.orthodb.org/?query=42652at33392	Zinc finger, CCCH-type
42781at33392	Complete	NC_007424.3	15288939	15287255	-	645.4	318	https://v10-1.orthodb.org/?query=42781at33392	SWIB/MDM2 domain
43062at33392	Complete	NC_007423.3	218495	226891	+	735.3	404	https://v10-1.orthodb.org/?query=43062at33392	Pyridoxal phosphate-dependent transferase
43184at33392	Complete	NC_007425.3	4275939	4276905	+	444.8	247	https://v10-1.orthodb.org/?query=43184at33392	rRNA adenine N(6)-methyltransferase
43199at33392	Complete	NC_007424.3	8226092	8229994	+	544.9	360	https://v10-1.orthodb.org/?query=43199at33392	Iron hydrogenase, large subunit, C-terminal
43243at33392	Complete	NC_007416.3	3121967	3118851	-	549.5	320	https://v10-1.orthodb.org/?query=43243at33392	Serine proteases, trypsin domain
43279at33392	Complete	NC_007425.3	5412493	5409145	-	374.8	374	https://v10-1.orthodb.org/?query=43279at33392	26S proteasome non-ATPase regulatory subunit 5
43338at33392	Complete	NC_007424.3	15275049	15272765	-	556.5	423	https://v10-1.orthodb.org/?query=43338at33392	Gametogenetin-binding protein 2
43343at33392	Complete	NC_007421.3	5798866	5812131	+	553.5	365	https://v10-1.orthodb.org/?query=43343at33392	Domain of unknown function DUF3342
43395at33392	Complete	NC_007418.3	6606679	6600137	-	275.6	319	https://v10-1.orthodb.org/?query=43395at33392	EGF-like, conserved site
43497at33392	Complete	NC_007422.5	3213918	3217876	+	760.6	488	https://v10-1.orthodb.org/?query=43497at33392	Pre-mRNA-processing factor 39
43508at33392	Complete	NC_007423.3	14023784	14033584	+	702.4	320	https://v10-1.orthodb.org/?query=43508at33392	WD40 repeat
43658at33392	Missing
43820at33392	Complete	NC_007418.3	31346164	31341181	-	405.8	247	https://v10-1.orthodb.org/?query=43820at33392	PDZ domain
43837at33392	Missing
43845at33392	Complete	NC_007417.3	10116171	10113264	-	277.6	259	https://v10-1.orthodb.org/?query=43845at33392	Programmed cell death protein 2, C-terminal
43905at33392	Complete	NC_007424.3	15382069	15387479	+	546.8	464	https://v10-1.orthodb.org/?query=43905at33392	Trafficking kinesin-binding protein domain
43944at33392	Complete	NC_007418.3	25663979	25657466	-	574.3	356	https://v10-1.orthodb.org/?query=43944at33392	Lung seven transmembrane receptor-like
44041at33392	Complete	NC_007425.3	3969854	3984699	+	754.0	407	https://v10-1.orthodb.org/?query=44041at33392	Peptidase M16, C-terminal
44084at33392	Complete	NC_007417.3	13001007	12984707	-	759.9	583	https://v10-1.orthodb.org/?query=44084at33392	E3 UFM1-protein ligase 1
44113at33392	Complete	NC_007416.3	1939277	1937645	-	412.2	344	https://v10-1.orthodb.org/?query=44113at33392	sorting nexin-17
44230at33392	Complete	NC_007423.3	7370953	7375732	+	413.8	445	https://v10-1.orthodb.org/?query=44230at33392	O-acyltransferase WSD1, C-terminal
44286at33392	Complete	NC_007417.3	13721858	13719091	-	708.3	420	https://v10-1.orthodb.org/?query=44286at33392	WD40 repeat
44325at33392	Complete	NC_007420.3	14940216	14938682	-	617.6	357	https://v10-1.orthodb.org/?query=44325at33392	WD40 repeat
44346at33392	Complete	NC_007425.3	3438709	3461917	+	546.5	413	https://v10-1.orthodb.org/?query=44346at33392	DBB domain
44494at33392	Complete	NC_007424.3	5265961	5261947	-	390.7	288	https://v10-1.orthodb.org/?query=44494at33392	Sarcoglycan alpha/epsilon
44551at33392	Complete	NC_007423.3	5212604	5192357	-	594.6	349	https://v10-1.orthodb.org/?query=44551at33392	Nuclear pore localisation protein NPL4, C-terminal
44640at33392	Missing
44653at33392	Complete	NC_007422.5	354226	352075	-	816.8	462	https://v10-1.orthodb.org/?query=44653at33392	RNA recognition motif domain
44722at33392	Fragmented	NC_007421.3	8779287	8779902	+	124.8	120	https://v10-1.orthodb.org/?query=44722at33392	Transforming growth factor-beta, C-terminal
44726at33392	Complete	NC_007420.3	7465640	7464561	-	398.7	241	https://v10-1.orthodb.org/?query=44726at33392	Zinc finger C2H2-type
44779at33392	Complete	NC_007417.3	5452539	5454269	+	719.4	420	https://v10-1.orthodb.org/?query=44779at33392	SKI-interacting protein, SKIP
44855at33392	Complete	NC_007416.3	2142922	2139630	-	812.5	471	https://v10-1.orthodb.org/?query=44855at33392	SCP2 sterol-binding domain
44889at33392	Complete	NC_007423.3	5535322	5533650	-	454.0	354	https://v10-1.orthodb.org/?query=44889at33392	U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
45014at33392	Complete	NC_007420.3	8277951	8279346	+	370.3	342	https://v10-1.orthodb.org/?query=45014at33392	Cytochrome P450
45052at33392	Complete	NC_007424.3	7393524	7392355	-	268.1	238	https://v10-1.orthodb.org/?query=45052at33392	K Homology domain, type 1
45077at33392	Complete	NC_007424.3	7868014	7860657	-	448.0	375	https://v10-1.orthodb.org/?query=45077at33392	Cerebellar degeneration-related protein 2
45086at33392	Complete	NC_007420.3	13394588	13441398	+	817.8	463	https://v10-1.orthodb.org/?query=45086at33392	MORN motif
45103at33392	Complete	NC_007425.3	7085867	7078095	-	768.5	548	https://v10-1.orthodb.org/?query=45103at33392	Zinc finger, double-stranded RNA binding
45168at33392	Complete	NC_007424.3	11622783	11621498	-	746.4	338	https://v10-1.orthodb.org/?query=45168at33392	Clathrin adaptor, mu subunit
45178at33392	Complete	NC_007418.3	27698775	27689345	-	756.3	408	https://v10-1.orthodb.org/?query=45178at33392	Ankyrin repeat-containing domain
45211at33392	Complete	NC_007424.3	15277405	15275778	-	335.5	335	https://v10-1.orthodb.org/?query=45211at33392	RUN domain
45345at33392	Complete	NC_007420.3	3308428	3303620	-	681.8	352	https://v10-1.orthodb.org/?query=45345at33392	ATPase, AAA-type, conserved site
45444at33392	Complete	NC_007424.3	1149735	1151378	+	506.9	392	https://v10-1.orthodb.org/?query=45444at33392	CCAAT-binding factor
45544at33392	Complete	NC_007418.3	3735350	3733239	-	762.5	420	https://v10-1.orthodb.org/?query=45544at33392	Methylthiotransferase, N-terminal
45594at33392	Complete	NC_007425.3	4319808	4323780	+	371.4	264	https://v10-1.orthodb.org/?query=45594at33392	F-box domain
45622at33392	Complete	NC_007422.5	1124620	1134324	+	461.2	303	https://v10-1.orthodb.org/?query=45622at33392	GPCR, family 2-like
45634at33392	Complete	NC_007418.3	12893970	12888520	-	486.7	331	https://v10-1.orthodb.org/?query=45634at33392	CRAL-TRIO lipid binding domain
45659at33392	Complete	NC_007420.3	10976150	10982820	+	632.5	422	https://v10-1.orthodb.org/?query=45659at33392	Tetratricopeptide repeat
45754at33392	Complete	NC_007422.5	3094805	3091875	-	650.6	407	https://v10-1.orthodb.org/?query=45754at33392	Zinc finger, RING-CH-type
45769at33392	Complete	NC_007424.3	16122680	16119106	-	800.3	504	https://v10-1.orthodb.org/?query=45769at33392	WD40 repeat
45771at33392	Complete	NC_007422.5	401623	411576	+	569.0	340	https://v10-1.orthodb.org/?query=45771at33392	Fumarylacetoacetase-like, C-terminal
45793at33392	Complete	NC_007420.3	7348998	7340855	-	402.1	261	https://v10-1.orthodb.org/?query=45793at33392	mRNA cap guanine-N7 methyltransferase
45867at33392	Complete	NC_007421.3	3101565	3092746	-	751.4	624	https://v10-1.orthodb.org/?query=45867at33392	PWI domain
46035at33392	Complete	NC_007417.3	13048484	13042915	-	588.6	301	https://v10-1.orthodb.org/?query=46035at33392	TEA/ATTS domain
46155at33392	Missing
46218at33392	Complete	NC_007422.5	12804010	12802518	-	473.4	314	https://v10-1.orthodb.org/?query=46218at33392	Origin recognition complex subunit 4
46420at33392	Complete	NC_007421.3	36934	35202	-	660.6	342	https://v10-1.orthodb.org/?query=46420at33392	Protein kinase domain
